ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	FoldEnrichment
R-MMU-114508	R-MMU-114508	Effects of PIP2 hydrolysis	14/2468	22/6542	0.0121148713555897	0.10927782164176	0.0946576872075673	Prkce/Prkch/Mgll/Dgkq/Dgkz/Dgki/Dgkb/Trpc6/Itpr1/Dgkh/Prkcq/Itpr3/Daglb/Prkcd	14	1.68682775895094
R-MMU-1489509	R-MMU-1489509	DAG and IP3 signaling	13/2468	20/6542	0.0121790549310664	0.10927782164176	0.0946576872075673	Prkce/Adcy4/Prkar1a/Adcy7/Prkca/Adcy5/Prkar2b/Adcy8/Adcy9/Grk2/Pde1b/Adcy3/Prkcd	13	1.72297406807131
R-MMU-418360	R-MMU-418360	Platelet calcium homeostasis	13/2468	20/6542	0.0121790549310664	0.10927782164176	0.0946576872075673	Atp2a3/Atp2b4/Atp2b1/Sri/Atp2b3/P2rx1/Atp2a1/P2rx2/Slc8a3/Slc8a1/Trpc6/Itpr1/Itpr3	13	1.72297406807131
R-MMU-2428924	R-MMU-2428924	IGF1R signaling cascade	23/2468	41/6542	0.0125706424931797	0.111267173419361	0.096380886256385	Pik3cb/Pik3r1/Fgf23/Gab1/Irs4/Fgf20/Fgfr4/Fgf1/Fgf10/Flt3l/Fgfr2/Fgf2/Fgf8/Fgfr1/Fgf16/Fgf15/Fgf9/Igf2/Pik3ca/Shc1/Irs2/Igf1/Pik3r4	23	1.48699450527731
R-MMU-1483249	R-MMU-1483249	Inositol phosphate metabolism	21/2468	37/6542	0.0141966117733732	0.123983742820792	0.107396122748746	Ppip5k1/Plcd3/Plce1/Itpka/Inpp1/Pten/Plcb2/Ip6k3/Ip6k2/Plcd1/Nudt3/Plch2/Ocrl/Pld4/Plcb4/Inpp5j/Plcb1/Plch1/Impa2/Ipmk/Inpp5b	21	1.50446800122651
R-MMU-9748784	R-MMU-9748784	Drug ADME	28/2468	53/6542	0.0175200109890478	0.150994831550346	0.130793433837905	Ces2h/Impdh1/Alb/Ada/Ugt1a1/Slc22a3/Abcc4/Slc29a1/Serpina6/Impdh2/Slc28a3/Tpmt/Vav3/Acy1/Gmps/Vav2/Slc29a3/Hsd11b1/Ggt1/Abcb1a/Glyatl3/Ggt5/Xdh/Rac1/Hsd11b2/Vav1/Abcc1/Cndp2	28	1.40038530931776
R-MMU-428157	R-MMU-428157	Sphingolipid metabolism	35/2468	69/6542	0.018319582893802	0.155835412927796	0.13498640027012	Gltp/Arsi/Smpd3/Cers6/Cers3/Plpp3/Arsa/Spns2/Ugt8a/Sgpp2/Smpd2/Esyt2/Arsj/Glb1l2/Esyt3/Hexa/Esyt1/Sphk1/Sgms2/Asah1/Sumf2/Hexb/Cers2/Arsk/Plpp1/Glb1l/Galc/Aldh3b2/Glb1/Aldh3b1/Aldh3a2/Cerk/Cers4/Arsg/Acer3	35	1.3445728513377
R-MMU-5663220	R-MMU-5663220	RHO GTPases Activate Formins	50/2468	104/6542	0.019111975879007	0.157935197789754	0.136805257707798	Ppp2r5a/Pafah1b1/Kif18a/Tubb3/Cdca8/Spc25/Kif2c/Daam1/Cdc42/Tubb4b/Ndc80/Cenpu/Nup98/Ppp2ca/Nup160/Tuba4a/Dync1li2/Dync1i1/Ckap5/Sec13/Fmnl2/Plk1/Cdc20/Cenpq/Incenp/Sgo1/Cenpm/Bub1/Ppp2r5b/Cenpa/Mad1l1/Spc24/Clip1/Pfn2/Rac1/Tubb4a/Dynll2/Cenph/Tubb2a/Dvl3/B9d2/Cenpt/Aurkb/Nuf2/Dvl1/Nup133/Bub1b/Ppp2r1b/Fmnl1/Dync1h1	50	1.27438910360304
R-MMU-2428928	R-MMU-2428928	IRS-related events triggered by IGF1R	22/2468	40/6542	0.0192992142321289	0.157935197789754	0.136805257707798	Pik3cb/Pik3r1/Fgf23/Gab1/Irs4/Fgf20/Fgfr4/Fgf1/Fgf10/Flt3l/Fgfr2/Fgf2/Fgf8/Fgfr1/Fgf16/Fgf15/Fgf9/Igf2/Pik3ca/Irs2/Igf1/Pik3r4	22	1.45790113452188
R-MMU-450282	R-MMU-450282	MAPK targets/ Nuclear events mediated by MAP kinases	15/2468	25/6542	0.0195309175892673	0.157935197789754	0.136805257707798	Rps6ka2/Mapkapk2/Jun/Ppp2ca/Mapk3/Mapk7/Rps6ka5/Vrk3/Mapk10/Dusp4/Atf2/Fos/Dusp7/Ppp2r1b/Mapk11	15	1.5904376012966
R-MMU-72649	R-MMU-72649	Translation initiation complex formation	15/2468	25/6542	0.0195309175892673	0.157935197789754	0.136805257707798	Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa	15	1.5904376012966
R-MMU-111885	R-MMU-111885	Opioid Signalling	30/2468	58/6542	0.0202813251745138	0.160543081636621	0.13906423624289	Gnai1/Adcy4/Prkar1a/Adcy7/Plcb2/Pomc/Pde4d/Gnb5/Prkca/Gnb3/Ppp2ca/Gng4/Adcy5/Gnb4/Prkar2b/Pla2g4a/Plcb4/Pde4a/Adcy8/Plcb1/Adcy9/Gna15/Gng10/Grk2/Gngt2/Pde1b/Adcy3/Ppp1r1b/Prkcd/Ppp2r1b	30	1.37106689766948
R-MMU-1855204	R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol	14/2468	23/6542	0.0203436271386863	0.160543081636621	0.13906423624289	Plcd3/Plce1/Itpka/Pten/Plcb2/Plcd1/Plch2/Ocrl/Pld4/Plcb4/Inpp5j/Plcb1/Plch1/Inpp5b	14	1.61348742160524
R-MMU-1660662	R-MMU-1660662	Glycosphingolipid metabolism	21/2468	38/6542	0.0206432530001689	0.160968222798936	0.139432498334474	Gltp/Arsi/Smpd3/Arsa/Ugt8a/Smpd2/Esyt2/Arsj/Glb1l2/Esyt3/Hexa/Esyt1/Asah1/Sumf2/Hexb/Arsk/Glb1l/Galc/Glb1/Cerk/Arsg	21	1.46487673803634
R-MMU-111996	R-MMU-111996	Ca-dependent events	13/2468	21/6542	0.0210551303697001	0.162248357554748	0.140541365563695	Adcy4/Prkar1a/Adcy7/Prkca/Adcy5/Prkar2b/Pla2g4a/Adcy8/Adcy9/Grk2/Pde1b/Adcy3/Prkcd	13	1.64092768387744
R-MMU-8853659	R-MMU-8853659	RET signaling	19/2468	34/6542	0.0235720229780605	0.17953110523988	0.155511877419518	Artn/Pik3r3/Ret/Gfra2/Dok4/Pik3cb/Pik3r1/Prkca/Gab1/Rap1gap/Shc3/Gfra1/Mapk7/Pik3ca/Shc1/Dok2/Irs2/Gfra4/Dok1	19	1.48128992277624
R-MMU-112040	R-MMU-112040	G-protein mediated events	18/2468	32/6542	0.0251559477651518	0.189392480300856	0.164053912225249	Gnai1/Adcy4/Prkar1a/Adcy7/Plcb2/Prkca/Adcy5/Prkar2b/Pla2g4a/Plcb4/Adcy8/Plcb1/Adcy9/Gna15/Grk2/Pde1b/Adcy3/Prkcd	18	1.49103525121556
R-MMU-9013404	R-MMU-9013404	RAC2 GTPase cycle	34/2468	68/6542	0.0254659103654395	0.189547401015487	0.164188106303492	Dock10/Ophn1/Pik3r3/Slitrk5/Arhgap26/Arhgap21/Cdc42/Depdc1b/Pik3r1/Vav3/Arhgdia/Vamp3/Esyt1/Vav2/Git2/Def6/Lbr/Swap70/Mpp7/Rac2/Nhs/Arhgap32/Abi2/Git1/Taok3/Dsg2/Cdc42ep4/Pld2/Pik3ca/Ncf4/Cyba/Vav1/Abr/Prex1	34	1.32536466774716
R-MMU-3000171	R-MMU-3000171	Non-integrin membrane-ECM interactions	17/2468	30/6542	0.0268153920461607	0.197156397588948	0.170779105344224	Fn1/Col4a6/Tgfb1/Col5a3/Sdc1/Itga2/Prkca/Sdc3/Itgb5/Fgf2/Itgb3/Itgb4/Sdc2/Col2a1/Col4a2/Col11a2/Col4a1	17	1.50207995678012
R-MMU-5578775	R-MMU-5578775	Ion homeostasis	22/2468	41/6542	0.0270901920351227	0.197156397588948	0.170779105344224	Camk2g/Atp2a3/Atp2b4/Atp2b1/Atp1a2/Sri/Atp2b3/Atp2a1/Slc8a3/Fxyd4/Atp1a4/Stim1/Slc8a1/Fxyd6/Ryr1/Fkbp1b/Itpr1/Atp1a1/Atp1b1/Itpr3/Ryr3/Ryr2	22	1.42234257026525
R-MMU-2500257	R-MMU-2500257	Resolution of Sister Chromatid Cohesion	45/2468	94/6542	0.0274875808268154	0.197850169687518	0.171380058596339	Ppp2r5a/Pafah1b1/Kif18a/Tubb3/Cdca8/Spc25/Kif2c/Tubb4b/Ndc80/Cenpu/Nup98/Ppp2ca/Nup160/Tuba4a/Dync1li2/Dync1i1/Ckap5/Sec13/Plk1/Cdc20/Cenpq/Incenp/Sgo1/Cenpm/Bub1/Ppp2r5b/Cdca5/Cenpa/Mad1l1/Smc1a/Spc24/Clip1/Ccnb2/Tubb4a/Dynll2/Cenph/Tubb2a/B9d2/Cenpt/Aurkb/Nuf2/Nup133/Bub1b/Ppp2r1b/Dync1h1	45	1.26896617124728
R-MMU-375165	R-MMU-375165	NCAM signaling for neurite out-growth	16/2468	28/6542	0.0285430162076825	0.203213865391653	0.176026152585136	Col5a3/Fyn/Col6a6/Mapk3/Col9a3/Rps6ka5/Sptbn1/Col9a1/Kras/Sptbn4/Col6a5/Col2a1/Col4a2/Col4a1/Col6a2/Ptpra	16	1.51470247742533
R-MMU-193648	R-MMU-193648	NRAGE signals death through JNK	21/2468	39/6542	0.0291324980064061	0.205180496711785	0.177729670916275	Arhgef3/Vav3/Fgd4/Plekhg5/Vav2/Arhgef11/Fgd2/Sos2/Rasgrf2/Tiam2/Rac1/Arhgef18/Arhgef15/Arhgef26/Net1/Arhgef10/Arhgef19/Vav1/Kalrn/Abr/Prex1	21	1.42731579603541
R-MMU-6811558	R-MMU-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	41/2468	85/6542	0.0299443115623721	0.206913861315989	0.1792311309752	Ppp2r5a/Pik3r3/Pik3cb/Hgf/Strn/Fyn/Pik3r1/Fgf23/Gab1/Ppp2ca/Pdgfb/Fgf20/Fgfr4/Fgf1/Fgf10/Mapk3/Flt3l/Fgfr2/Pip4k2a/Kit/Lck/Il1rl1/Ppp2r5b/Fgf2/Fgf8/Rac2/Rac1/Tgfa/Fgfr1/Fgf16/Fgf15/Pdgfra/Icos/Fgf9/Pip4k2c/Pik3ca/Irs2/Vav1/Il1rap/Pik3ap1/Ppp2r1b	41	1.27858709123844
R-MMU-2173789	R-MMU-2173789	TGF-beta receptor signaling activates SMADs	15/2468	26/6542	0.030326306391351	0.206913861315989	0.1792311309752	Tgfbr2/Tgfb1/Smad2/Bambi/Tgfb2/Ltbp1/Itgb5/Itgb6/Ltbp3/Itgb3/Ltbp2/Itga8/Tgfbr3/Fbn1/Ltbp4	15	1.52926692432365
R-MMU-3928662	R-MMU-3928662	EPHB-mediated forward signaling	15/2468	26/6542	0.030326306391351	0.206913861315989	0.1792311309752	Cdc42/Fyn/Grin2b/Ephb2/Rasa1/Ephb3/Efnb3/Ephb6/Ephb1/Rac1/Sdc2/Efnb1/Grin1/Kalrn/Arhgef28	15	1.52926692432365
R-MMU-112314	R-MMU-112314	Neurotransmitter receptors and postsynaptic signal transmission	54/2468	116/6542	0.0309711487172452	0.207612904551767	0.179836650146086	Ncald/Gnai1/Adcy4/Chrna4/Rps6ka2/Prkar1a/Camk2g/Myo6/Chrna7/Adcy7/Plcb2/Gabbr2/Camk1/Grip1/Gabrb3/Gnb5/Prkca/Gria3/Grin2a/Gnb3/Kcnj15/Cacng4/Grin2b/Gabra2/Gng4/Adcy5/Kcnj6/Gnb4/Prkar2b/Gabrq/Grik4/Dlg2/Cacng3/Grip2/Adcy8/Plcb1/Grin2d/Adcy9/Chrna5/Tspan7/Gng10/Glrb/Chrna1/Grik3/Gabra1/Chrnd/Gngt2/Gabra5/Adcy3/Grin1/Dlg4/Kcnj2/Gabra4/Gria1	54	1.23396020790253
R-MMU-187037	R-MMU-187037	Signaling by NTRK1 (TRKA)	28/2468	55/6542	0.0310626941161422	0.207612904551767	0.179836650146086	Rps6ka2/Mapkapk3/Mapkapk2/Pik3cb/Ntrk1/Pik3r1/Sgk1/Ppp2ca/Cltc/Shc3/Map2k1/Kidins220/Mapk3/Rapgef1/Mapk7/Rps6ka5/Vrk3/Crkl/Kras/Dusp4/Ralgds/Pik3ca/Shc1/Irs2/Dusp7/Egr2/Ppp2r1b/Mapk11	28	1.34946220716075
R-MMU-141424	R-MMU-141424	Amplification of signal from the kinetochores	37/2468	76/6542	0.0324670798797013	0.212659373212044	0.184207958475358	Ppp2r5a/Pafah1b1/Kif18a/Cdca8/Spc25/Kif2c/Ndc80/Cenpu/Nup98/Ppp2ca/Nup160/Dync1li2/Dync1i1/Ckap5/Sec13/Plk1/Cdc20/Cenpq/Incenp/Sgo1/Cenpm/Bub1/Ppp2r5b/Cenpa/Mad1l1/Spc24/Clip1/Dynll2/Cenph/B9d2/Cenpt/Aurkb/Nuf2/Nup133/Bub1b/Ppp2r1b/Dync1h1	37	1.29048665017487
R-MMU-141444	R-MMU-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	37/2468	76/6542	0.0324670798797013	0.212659373212044	0.184207958475358	Ppp2r5a/Pafah1b1/Kif18a/Cdca8/Spc25/Kif2c/Ndc80/Cenpu/Nup98/Ppp2ca/Nup160/Dync1li2/Dync1i1/Ckap5/Sec13/Plk1/Cdc20/Cenpq/Incenp/Sgo1/Cenpm/Bub1/Ppp2r5b/Cenpa/Mad1l1/Spc24/Clip1/Dynll2/Cenph/B9d2/Cenpt/Aurkb/Nuf2/Nup133/Bub1b/Ppp2r1b/Dync1h1	37	1.29048665017487
R-MMU-109704	R-MMU-109704	PI3K Cascade	19/2468	35/6542	0.0336837113151575	0.21844387041018	0.189218555485877	Pik3cb/Pik3r1/Fgf23/Gab1/Fgf20/Fgfr4/Fgf1/Fgf10/Flt3l/Fgfr2/Fgf2/Fgf8/Fgfr1/Fgf16/Fgf15/Fgf9/Pik3ca/Irs2/Pik3r4	19	1.43896735355406
R-MMU-5576891	R-MMU-5576891	Cardiac conduction	39/2468	81/6542	0.0347327448042631	0.223038704380317	0.193198652729596	Kcnip1/Cacnb2/Kcnk2/Camk2g/Mme/Atp2a3/Atp2b4/Atp2b1/Atp1a2/Cacng4/Sri/Atp2b3/Atp2a1/Kcnh2/Slc8a3/Cacna2d2/Fxyd4/Atp1a4/Corin/Stim1/Slc8a1/Cacng7/Cacnb1/Fxyd6/Ryr1/Fkbp1b/Kcnk3/Itpr1/Atp1a1/Atp1b1/Kcnk1/Kcnd3/Kcnip2/Npr2/Itpr3/Kcnj2/Ryr3/Ryr2/Nppc	39	1.27627708746023
R-MMU-445355	R-MMU-445355	Smooth Muscle Contraction	12/2468	20/6542	0.0357498057497835	0.225155026597194	0.195031835011471	Gucy1b1/Vcl/Acta2/Lmod1/Myl9/Itgb5/Pxn/Tpm3/Tpm1/Actg2/Gucy1b2/Sorbs3	12	1.5904376012966
R-MMU-5654695	R-MMU-5654695	PI-3K cascade:FGFR2	12/2468	20/6542	0.0357498057497835	0.225155026597194	0.195031835011471	Pik3r1/Fgf23/Gab1/Fgf20/Fgf1/Fgf10/Fgfr2/Fgf2/Fgf8/Fgf16/Fgf9/Pik3ca	12	1.5904376012966
